day1_temp,day1_humid,day1_windspd,day2_temp,day2_humid,day2_windspd,day3_temp,day3_humid,day3_windspd,day4_temp,day4_humid,day4_windspd,day5_temp,day5_humid,day5_windspd,y_day6_temp,y_change
4.2,0.83,2.8,0.1,0.66,1.7,-2.0,0.56,1.0,-5.6,0.71,0.5,-3.2,0.84,0.7,4.5,1
1.7,0.7,2.5,-3.3,0.62,1.0,-2.4,0.83,7.9,-4.3,0.79,2.6,-4.8,0.92,1.0,1.6,1
-0.8,0.87,1.7,4.2,0.88,2.8,-0.9,0.81,1.4,-1.1,0.92,1.0,3.5,0.55,5.0,1.9,0
1.4,0.87,1.4,1.2,0.75,1.9,4.4,0.62,2.4,6.0,0.69,4.6,4.7,0.89,3.3,3.2,0
6.3,0.86,2.7,5.4,0.73,2.4,5.6,0.69,8.1,5.5,0.53,3.4,0.1,0.63,1.0,-0.8,0
5.4,0.86,4.1,6.4,0.87,4.6,3.7,0.86,2.9,-0.4,0.9,1.2,0.0,0.85,3.1,-1.5,0
-1.5,0.63,1.6,-2.5,0.64,4.1,-0.7,0.5,3.6,-2.5,0.63,3.4,-2.4,0.77,0.8,-0.4,1
-0.5,0.89,1.5,-0.8,0.92,2.1,-1.6,0.95,1.0,3.6,0.35,6.5,2.0,0.44,2.7,2.4,1
-1.0,0.81,1.5,2.5,0.9,2.8,4.3,0.84,3.1,1.3,0.78,3.3,-1.2,0.78,2.2,-1.9,0
-0.4,0.83,4.3,2.7,0.69,5.6,0.8,0.48,2.6,-0.9,0.85,3.1,-0.2,0.63,7.2,-1.1,0
-3.7,0.58,4.5,-6.2,0.7,1.9,-3.4,0.76,0.9,0.8,0.88,2.1,2.3,0.53,3.9,1.1,0
0.2,0.71,4.3,-4.9,0.6,6.3,-7.7,0.59,7.4,-5.6,0.57,4.3,-1.9,0.6,3.9,-1.7,1
-3.6,0.53,3.6,-2.5,0.75,3.1,-8.8,0.66,3.9,-11.4,0.68,1.4,-10.1,0.68,2.4,-3.0,1
-2.8,0.74,1.6,-2.1,0.71,0.8,2.4,0.6,1.5,2.7,0.58,1.9,0.8,0.47,1.9,0.4,0
0.8,0.89,3.4,-4.7,0.62,5.3,-7.3,0.74,0.7,-5.3,0.7,3.1,-4.6,0.74,2.6,-2.2,1
0.5,0.81,2.4,0.1,0.52,2.2,-4.3,0.56,2.6,-2.3,0.63,1.3,-2.0,0.8,2.6,-0.3,1
0.5,0.77,1.7,2.2,0.79,1.0,1.5,0.84,1.3,6.2,0.66,2.1,6.2,0.6,1.7,6.3,1
6.1,0.59,4.1,5.2,0.56,1.5,4.5,0.61,1.7,3.1,0.7,2.4,4.6,0.69,1.9,5.3,1
5.4,0.75,2.3,6.6,0.65,5.0,4.0,0.68,5.1,4.6,0.84,2.9,4.1,0.77,2.5,5.0,1
4.7,0.83,3.9,10.4,0.57,4.5,8.5,0.54,4.7,6.1,0.64,3.2,6.1,0.62,1.9,7.9,1
8.4,0.64,3.6,7.4,0.66,3.6,6.9,0.51,3.8,7.4,0.48,2.6,6.6,0.43,3.4,7.7,1
6.4,0.42,2.6,6.2,0.52,2.6,7.5,0.43,2.4,9.9,0.4,2.1,10.1,0.43,2.8,9.0,0
9.4,0.35,2.8,7.7,0.7,2.4,9.0,0.82,3.1,10.1,0.73,3.3,8.7,0.86,2.0,10.6,1
8.9,0.67,2.6,7.3,0.61,2.7,8.7,0.5,2.4,7.8,0.52,3.1,5.2,0.79,2.4,6.7,1
8.4,0.59,2.4,10.6,0.46,4.1,11.3,0.38,2.9,10.6,0.43,4.4,11.5,0.49,2.4,11.8,1
5.8,0.64,7.7,7.1,0.53,2.4,6.4,0.67,3.4,8.6,0.49,3.3,8.6,0.84,3.1,9.8,1
12.1,0.77,2.9,13.8,0.6,3.4,12.1,0.72,4.6,10.5,0.84,1.7,11.2,0.9,3.8,13.6,1
9.2,0.61,2.4,11.8,0.75,4.8,11.4,0.54,3.3,9.8,0.55,4.3,10.5,0.54,2.6,9.2,0
10.1,0.8,2.0,11.8,0.86,2.5,13.6,0.61,2.6,10.3,0.38,5.4,11.9,0.35,3.3,13.5,1
15.2,0.67,2.4,13.9,0.35,4.3,13.1,0.48,4.8,11.1,0.81,3.7,11.4,0.73,3.5,11.3,0
15.5,0.62,1.9,15.6,0.55,2.2,13.4,0.75,2.6,15.8,0.5,2.8,17.8,0.38,2.8,17.1,0
17.3,0.73,3.0,18.8,0.46,3.1,18.8,0.63,3.0,18.9,0.59,2.6,16.6,0.38,3.9,16.2,0
16.3,0.43,4.3,16.4,0.39,3.2,16.9,0.37,2.4,18.3,0.41,2.5,16.8,0.63,2.7,18.9,1
18.8,0.61,2.1,20.8,0.54,2.6,21.6,0.43,3.3,21.6,0.47,3.2,22.7,0.44,2.3,23.6,1
24.3,0.41,2.3,22.1,0.52,1.9,24.8,0.41,2.7,22.7,0.61,3.1,20.8,0.47,3.4,18.4,0
15.9,0.78,1.7,15.7,0.82,2.2,17.9,0.65,2.3,20.5,0.59,2.1,17.2,0.79,1.9,15.9,0
17.0,0.76,3.2,18.2,0.67,3.0,16.2,0.59,3.4,15.4,0.64,2.0,14.8,0.74,2.3,16.0,1
16.7,0.75,2.0,15.7,0.69,2.3,16.6,0.61,2.2,18.8,0.59,3.5,14.7,0.8,3.6,16.5,1
15.3,0.71,2.9,15.6,0.8,3.7,16.1,0.62,2.4,15.1,0.58,3.2,12.5,0.8,3.3,13.6,1
13.9,0.8,1.9,15.8,0.75,3.5,20.5,0.66,5.9,17.6,0.79,2.1,17.6,0.63,2.5,16.6,0
17.3,0.52,2.6,17.7,0.73,2.2,16.9,0.47,3.0,15.5,0.56,1.7,16.9,0.75,3.3,18.1,1
18.3,0.65,1.5,19.5,0.61,1.9,18.2,0.77,2.6,15.9,0.88,2.5,15.5,0.75,3.5,12.9,0
13.6,0.69,2.8,11.9,0.65,2.7,13.1,0.69,3.0,17.3,0.57,5.9,14.6,0.51,3.7,13.4,0
15.1,0.69,2.3,14.2,0.89,1.8,14.1,0.67,2.0,13.1,0.78,1.9,15.6,0.73,1.7,16.5,1
15.7,0.85,3.2,15.4,0.65,4.2,12.2,0.54,3.3,11.6,0.55,4.0,11.2,0.7,2.1,13.8,1
10.8,0.8,3.1,16.0,0.62,5.6,10.4,0.59,3.2,8.5,0.62,1.9,8.8,0.56,3.2,11.7,1
14.5,0.72,3.3,13.8,0.72,4.5,11.2,0.67,1.9,12.3,0.81,3.1,13.6,0.82,2.5,13.2,0
8.7,0.77,1.7,13.3,0.84,2.9,13.4,0.85,4.8,11.0,0.76,2.4,8.8,0.85,2.6,10.6,1
11.5,0.9,4.0,10.3,0.85,1.5,10.2,0.76,1.5,10.5,0.72,1.7,9.8,0.85,1.5,9.8,0
11.7,0.87,1.8,11.0,0.87,2.4,11.8,0.76,3.4,12.2,0.76,4.7,12.8,0.82,2.9,10.8,0
11.2,0.84,2.2,9.0,0.56,2.7,5.6,0.61,1.8,4.7,0.65,1.5,3.1,0.77,1.3,3.0,0
2.3,0.91,1.6,2.4,0.89,2.7,7.0,0.87,1.4,4.0,0.87,6.2,1.3,0.8,4.3,-0.5,0
0.4,0.84,4.6,2.7,0.81,1.4,3.2,0.83,1.5,9.8,0.9,4.0,10.8,0.93,2.9,9.9,0
10.5,0.93,2.3,8.9,0.88,2.0,9.2,0.85,2.3,10.2,0.9,3.5,11.6,0.87,5.0,9.4,0
8.4,0.9,1.6,10.1,0.84,4.0,8.6,0.86,5.0,10.0,0.85,4.5,6.5,0.84,3.0,5.2,0
9.1,0.73,4.8,7.3,0.67,3.0,8.4,0.71,5.7,5.6,0.47,4.0,0.7,0.59,1.7,-0.4,0
0.8,0.56,2.5,0.7,0.67,1.2,1.0,0.7,1.6,1.3,0.88,2.1,2.0,0.88,1.2,0.8,0
4.0,0.93,2.5,2.8,0.83,3.6,1.7,0.78,4.6,0.8,0.83,1.3,-1.8,0.85,1.0,-6.0,0
-4.6,0.77,1.7,-2.0,0.9,1.4,1.2,0.88,1.5,0.2,0.8,3.4,0.5,0.83,5.3,1.3,1
1.7,0.86,7.6,1.0,0.84,7.4,0.2,0.82,4.6,-2.5,0.92,1.3,-1.1,0.96,1.0,2.6,1
2.4,0.61,2.4,0.6,0.78,1.2,-0.2,0.88,0.8,0.6,0.75,2.0,-2.1,0.64,1.8,-1.1,1
-3.2,0.76,1.8,-3.9,0.92,1.2,-5.9,0.93,0.7,-4.2,0.96,1.4,-0.7,0.93,1.5,-0.9,0
0.6,0.76,2.0,2.2,0.52,4.9,-1.5,0.61,7.9,-5.8,0.72,5.2,-5.5,0.76,5.7,-4.3,1
-3.0,0.86,3.6,-1.8,0.84,3.3,-2.2,0.84,3.2,-7.4,0.88,1.2,-5.8,0.95,0.9,-6.8,0
-3.2,0.87,3.0,-3.3,0.85,3.7,-4.4,0.86,2.8,-3.8,0.89,1.6,-2.5,0.89,2.9,1.9,1
5.2,0.92,4.1,2.2,0.83,2.3,3.2,0.84,4.8,1.5,0.91,4.6,0.9,0.96,3.4,-1.4,0
-3.4,0.9,3.9,-1.9,0.84,3.7,-6.0,0.87,2.1,-6.8,0.88,3.5,-7.9,0.84,5.1,-6.5,1
-0.3,0.89,3.6,1.1,0.88,3.4,1.0,0.72,4.6,-2.4,0.8,1.7,-3.9,0.87,0.6,-4.5,0
-5.1,0.92,0.6,-2.3,0.89,1.0,1.4,0.78,1.5,-1.6,0.84,0.6,-1.5,0.86,0.7,1.3,1
-7.0,0.74,2.8,-6.8,0.89,1.8,-5.0,0.92,1.3,-2.8,0.9,0.7,-1.8,0.9,4.6,-1.6,1
-3.0,0.69,3.6,-9.5,0.82,0.9,-11.4,0.84,0.9,-7.6,0.83,0.5,-5.5,0.91,0.8,-1.7,1
-0.8,0.93,3.2,-3.5,0.87,4.4,-4.6,0.84,3.7,-4.0,0.82,2.6,-5.7,0.81,0.6,-1.8,1
-1.5,0.83,0.6,6.3,0.72,3.5,1.9,0.84,1.6,0.3,0.61,3.8,-2.6,0.53,3.3,-3.9,0
-4.7,0.88,7.6,-5.0,0.89,9.2,-4.2,0.84,5.6,-7.5,0.77,4.2,-9.6,0.73,3.2,-8.9,1
-9.9,0.82,1.1,-8.6,0.74,1.2,-7.5,0.8,1.6,-7.4,0.81,3.6,-8.3,0.66,3.6,-4.5,1
-2.0,0.62,2.4,-6.0,0.7,1.6,-4.8,0.68,2.8,-2.1,0.74,3.6,0.8,0.53,2.8,1.9,1
-0.9,0.7,0.7,1.1,0.58,2.8,-1.5,0.48,2.3,-2.3,0.52,1.9,-3.1,0.63,1.7,-3.1,0
-2.7,0.44,3.0,-2.7,0.42,1.4,-0.9,0.48,2.9,-0.3,0.89,3.3,2.2,0.94,2.5,2.6,1
3.5,0.8,2.1,1.5,0.89,3.9,2.2,0.89,1.7,1.5,0.95,2.3,2.4,0.93,2.0,1.6,0
1.9,0.78,1.8,0.9,0.97,1.6,3.5,0.8,3.2,2.6,0.9,3.5,2.0,0.9,1.4,4.1,1
2.1,0.78,2.8,2.5,0.96,3.3,3.4,0.97,3.0,6.2,0.66,1.8,5.8,0.54,2.5,3.8,0
4.6,0.74,2.8,5.7,0.49,3.1,5.8,0.57,2.3,6.9,0.56,2.1,6.2,0.53,2.5,6.8,1
7.0,0.75,3.2,7.0,0.82,2.2,7.1,0.8,2.1,7.6,0.96,2.0,6.8,0.69,2.1,7.0,1
6.2,0.84,4.9,9.4,0.62,6.0,5.5,0.85,3.1,6.3,0.85,2.6,10.4,0.72,2.2,14.5,1
16.3,0.4,3.5,15.9,0.39,3.3,17.0,0.37,2.9,18.8,0.33,4.0,18.3,0.37,2.1,18.4,1
17.0,0.31,2.8,13.3,0.37,2.6,10.6,0.38,3.4,9.6,0.38,3.1,8.6,0.39,2.6,9.6,1
8.5,0.77,1.1,8.9,0.93,1.9,10.6,0.89,2.1,10.5,0.87,1.7,10.7,0.89,2.0,11.0,1
11.0,0.9,1.9,10.2,0.61,4.0,9.3,0.75,2.3,10.3,0.54,3.3,11.5,0.54,2.7,12.1,1
13.5,0.46,3.3,11.7,0.5,5.9,11.1,0.41,5.3,12.8,0.43,4.0,14.8,0.57,2.6,14.6,0
12.7,0.41,2.8,13.2,0.4,3.9,14.5,0.45,2.8,15.2,0.62,1.6,15.1,0.73,1.8,17.8,1
17.7,0.65,1.8,17.4,0.71,2.6,20.2,0.6,2.6,20.0,0.61,3.4,17.9,0.36,3.5,17.9,0
18.1,0.58,2.9,18.8,0.66,2.4,18.3,0.74,3.6,16.9,0.87,3.2,16.8,0.82,3.6,14.6,0
12.0,0.85,2.7,14.5,0.69,2.6,14.7,0.65,3.1,15.0,0.75,3.4,16.7,0.6,2.5,12.8,0
14.7,0.71,2.5,17.7,0.65,2.4,18.4,0.65,2.7,20.2,0.59,2.5,19.5,0.64,2.7,20.0,1
21.6,0.61,2.1,21.7,0.57,2.5,22.2,0.53,2.0,21.5,0.7,3.1,20.3,0.66,4.3,17.3,0
19.6,0.65,3.6,14.7,0.82,2.2,16.0,0.7,3.2,17.8,0.58,3.9,16.4,0.42,3.4,17.9,1
18.3,0.67,2.4,20.0,0.63,2.7,19.6,0.51,2.8,18.9,0.44,3.0,21.5,0.54,2.1,21.9,1
22.9,0.68,2.0,20.4,0.7,2.1,21.3,0.73,1.6,23.8,0.6,1.6,23.6,0.55,2.1,22.9,0
21.1,0.71,2.2,21.0,0.69,2.7,19.2,0.81,2.2,18.6,0.86,1.8,19.7,0.7,2.2,19.5,0
21.2,0.48,5.3,21.5,0.43,2.8,22.3,0.47,1.7,21.8,0.48,2.4,19.8,0.68,2.1,18.8,0
18.3,0.74,2.6,17.8,0.69,2.1,17.8,0.73,2.9,20.1,0.55,4.1,19.9,0.58,4.5,17.0,0
16.2,0.87,1.3,15.8,0.83,2.0,18.0,0.72,1.6,17.3,0.74,1.6,16.3,0.85,1.8,17.8,1
17.2,0.78,1.3,18.6,0.71,3.1,17.1,0.8,2.4,17.3,0.83,4.1,16.4,0.88,3.3,16.9,1
17.9,0.72,3.1,16.2,0.77,4.3,14.6,0.79,3.7,15.1,0.71,1.6,14.8,0.78,1.6,15.5,1
15.8,0.81,2.2,14.8,0.83,2.8,15.9,0.54,3.4,17.2,0.5,2.6,13.1,0.71,1.7,12.7,0
13.6,0.54,2.9,15.1,0.65,1.9,14.3,0.66,1.5,14.3,0.82,2.7,16.0,0.83,2.1,16.3,1
16.4,0.72,1.8,16.4,0.66,2.7,12.1,0.79,1.7,13.4,0.79,1.4,15.1,0.82,0.9,15.2,1
14.3,0.67,3.5,16.7,0.83,3.7,15.2,0.84,1.4,15.6,0.84,1.6,15.1,0.89,1.3,16.5,1
15.5,0.83,2.5,15.5,0.91,1.8,14.9,0.91,1.8,13.9,0.81,1.6,13.4,0.92,1.8,13.7,1
13.0,0.9,2.2,12.5,0.88,1.5,12.4,0.85,1.6,10.3,0.88,1.6,9.1,0.91,2.7,12.6,1
11.4,0.67,2.6,8.9,0.8,0.5,12.2,0.78,1.2,10.1,0.8,3.9,9.5,0.84,2.8,9.9,1
9.3,0.91,0.9,7.2,0.92,1.4,6.6,0.91,1.2,4.7,0.88,1.3,5.7,0.86,3.2,8.4,1
9.3,0.9,4.1,9.8,0.91,3.1,10.0,0.94,0.7,11.0,0.94,1.0,7.4,0.89,1.0,4.9,0
4.5,0.91,4.4,5.9,0.68,3.5,2.8,0.65,1.7,2.1,0.75,2.8,2.5,0.9,2.7,1.3,0
-2.5,0.63,5.1,-1.0,0.69,2.0,-0.9,0.78,0.9,1.4,0.87,0.5,4.4,0.85,1.0,6.2,1
8.2,0.62,3.2,2.9,0.75,1.2,0.7,0.77,0.7,0.1,0.85,1.1,5.0,0.85,1.5,0.4,0
0.5,0.89,2.2,1.7,0.94,1.1,1.0,0.92,1.3,6.5,0.93,3.5,8.0,0.92,2.5,6.7,0
3.1,0.91,1.3,5.3,0.91,3.9,6.2,0.91,1.9,5.1,0.9,2.2,5.0,0.88,2.8,4.5,0
7.6,0.92,3.3,9.0,0.76,5.6,4.4,0.91,1.1,8.8,0.94,2.5,7.6,0.91,2.6,7.6,0
8.2,0.85,4.7,6.4,0.93,1.6,5.3,0.9,2.8,7.6,0.85,4.8,7.7,0.86,3.3,5.4,0
3.6,0.89,2.8,7.1,0.86,3.8,4.9,0.93,1.3,2.0,0.91,2.5,7.7,0.85,5.2,4.3,0
4.2,0.8,2.2,4.9,0.86,2.4,3.4,0.75,2.3,0.5,0.82,1.3,-2.4,0.83,1.0,-3.2,0
-2.3,0.89,1.1,0.7,0.89,0.8,-2.5,0.96,0.7,-1.5,0.95,1.4,1.4,0.9,1.1,4.0,1
0.0,0.93,0.5,-1.4,0.98,0.9,-0.8,0.93,0.7,-2.8,0.92,0.5,-3.5,0.95,0.4,3.9,1
0.9,0.96,0.9,3.9,0.85,2.8,2.3,0.7,1.9,0.7,0.78,1.0,5.2,0.92,2.5,0.4,0
-0.7,0.97,0.5,0.9,0.97,0.6,4.7,0.9,3.7,5.6,0.85,3.9,3.1,0.69,2.6,-1.7,0
-0.6,0.89,1.6,3.4,0.66,2.7,3.7,0.68,4.9,5.4,0.74,4.4,4.2,0.57,4.0,-0.2,0
0.6,0.88,2.5,-2.2,0.77,1.8,-3.0,0.82,5.0,-3.7,0.76,5.6,-7.2,0.67,2.5,-10.0,0
-8.3,0.75,1.9,-10.8,0.85,0.7,-3.9,0.75,1.9,-4.6,0.57,2.6,-4.4,0.8,2.8,-5.5,0
-4.6,0.88,0.7,0.5,0.84,3.3,0.1,0.81,1.0,1.9,0.79,1.6,3.8,0.57,2.9,1.6,0
-0.6,0.65,2.0,-7.4,0.75,6.4,-8.8,0.78,3.6,-6.5,0.81,4.0,-5.1,0.76,2.3,-8.0,0
-11.9,0.82,2.4,-6.3,0.79,5.1,-3.0,0.79,4.2,-1.8,0.83,2.8,-0.5,0.91,1.7,0.7,1
2.2,0.93,3.9,1.2,0.88,0.8,-1.5,0.96,1.2,-6.5,0.76,5.0,-11.6,0.72,5.4,-8.8,1
-6.4,0.8,3.4,-3.7,0.81,4.0,-1.9,0.86,5.7,-0.6,0.86,3.7,-0.4,0.84,1.8,-0.4,0
1.0,0.87,3.8,2.5,0.79,1.9,1.5,0.92,0.5,1.7,0.9,2.1,2.2,0.82,2.3,2.8,1
3.7,0.87,1.5,3.1,0.81,1.6,0.8,0.94,1.1,1.5,0.87,1.8,2.9,0.88,0.7,4.3,1
4.7,0.77,2.1,5.3,0.67,1.7,6.8,0.73,2.3,4.4,0.64,4.2,3.8,0.49,3.8,2.7,0
2.4,0.5,4.2,3.9,0.48,4.1,3.4,0.5,3.2,3.6,0.53,2.9,4.5,0.63,5.6,8.2,1
6.7,0.56,1.7,6.5,0.57,0.9,7.2,0.55,0.7,7.2,0.56,1.2,7.3,0.57,1.4,7.6,1
7.3,0.45,2.7,6.9,0.52,1.3,7.1,0.55,3.0,6.0,0.39,4.0,8.0,0.49,2.4,6.5,0
2.9,0.31,3.3,2.9,0.36,3.4,0.1,0.64,1.8,0.9,0.78,3.1,5.2,0.78,2.1,9.9,1
10.0,0.45,1.7,9.9,0.59,1.1,11.1,0.6,1.5,10.6,0.64,2.0,9.7,0.67,2.1,8.4,0
7.5,0.41,3.8,6.3,0.54,5.5,4.4,0.28,4.6,4.4,0.42,2.6,5.1,0.88,3.2,9.8,1
8.5,0.92,1.9,10.0,0.93,0.9,9.9,0.9,1.3,12.9,0.52,2.6,10.7,0.45,3.3,10.9,1
11.5,0.51,2.5,12.4,0.43,2.3,14.1,0.41,2.5,13.1,0.49,2.5,12.6,0.53,2.3,9.1,0
8.8,0.81,4.0,10.1,0.74,3.5,10.0,0.65,2.7,9.0,0.54,3.1,8.8,0.53,2.4,9.0,1
9.4,0.68,2.9,9.3,0.79,1.7,8.7,0.88,3.0,9.1,0.45,4.0,8.7,0.51,2.5,9.3,1
8.0,0.8,2.9,11.8,0.79,5.8,12.8,0.7,4.3,11.5,0.67,1.5,11.9,0.58,3.1,11.7,0
12.6,0.78,3.7,12.9,0.82,3.4,11.9,0.5,2.7,11.7,0.47,3.0,9.6,0.76,5.7,13.4,1
12.5,0.84,4.6,12.9,0.82,3.5,9.4,0.84,4.8,15.3,0.51,3.5,16.4,0.45,1.9,18.0,1
19.2,0.47,1.6,21.4,0.42,2.0,22.3,0.44,1.6,23.5,0.43,1.3,23.2,0.45,1.7,23.4,1
23.8,0.39,3.4,18.8,0.39,4.0,13.4,0.47,2.7,11.3,0.51,4.3,13.2,0.4,2.0,16.6,1
12.4,0.69,3.0,15.5,0.66,1.7,17.2,0.5,3.0,18.4,0.61,3.2,18.3,0.68,2.4,13.8,0
